,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems
208,27.02245326749781,11851.471868767265,15669.249530124967,5.619886330646615e-16,84.97958635241791,17434.891780375074,298.8569164528429,700.4497926589113,7603.105025454986
209,1813.9036373625468,1674.091629803064,14921.488316236417,6.507862253224035e-16,17.761959610173623,9414.02456970314,1.037254621245601,646.4755796251812,1250.6930179980377
210,2238.711787341292,1559.5082888598379,14049.659677668795,5.881085916920714e-16,12.908175050375963,7762.244722276073,-1.3902604446229816e-06,615.1301842261433,770.2978810233283
211,583.0391319284007,3636.567271578476,15248.73620944885,7.722484302755495e-16,50.90528335223471,12892.349147119983,144.73901755314947,680.8397278171594,1873.0524623548595
212,45.94705709343604,11016.066171785367,15136.992127483167,6.427627755363154e-16,80.59195429898183,19529.770197877468,287.5279794328852,700.1514742862687,7493.191535864022
213,1956.8871539301938,2311.967420677593,15027.395091849143,6.205205257689145e-16,23.267945236055233,10086.862118862828,14.424308786921864,661.7807773000005,1249.3921402588414
214,1335.626897163162,2047.7472233479923,13730.663283456115,6.410105511238438e-16,18.042687534433462,8669.303710312279,49.08150583277291,600.9061302235697,1119.7344418717037
215,403.0078625078857,3421.067382926227,14741.311935779275,7.052767560158856e-16,52.13237005274176,10097.952506813454,289.7823262095703,663.1417247826242,1240.7918665075397
216,25.05014347438105,13010.000142224086,15354.538808170606,6.258582341906728e-16,100.01573429538244,16833.130315612867,296.87582442131867,703.7944076579649,6796.4417933202985
217,8.737051865033196,5559.738759018384,5055.336508183496,3.5001878645455103e-16,44.185572564997685,5428.14843321972,3.8634832734972555,254.67848766737092,2232.6146128185487
218,777.2512197268704,2206.013240071561,12732.090071786133,6.52942694149142e-16,25.900894342874537,9607.920236426355,247.15001532978235,570.2583218066443,1171.1200957160788
219,3.4098166064291746,1840.6006858163014,1836.9059659066581,2.4023291310296374e-16,16.175895030292608,2566.6565978034278,34.78074586128359,113.91687240238205,1038.4055765573773
220,1.1034150652558063,1218.220044024077,815.804652852685,2.425906506943786e-16,6.417913434458442,1307.4709891690527,18.382243718195053,68.16722781362661,592.1483899826248
