day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems,time_of_shift,date
115,1231.2747133155565,501.23645252884,9587.210400684899,3.8530691952997706e-16,2.09237767678165,9939.098358347783,22.32364090827834,552.3807495143819,1988.9818010442289,5.25,2018-04-26
116,2753.51593059885,1092.5744602784239,11300.501564369351,4.0517296980670245e-16,7.09849585333589,10699.381296241963,174.23847752418294,710.5692909783544,1146.7274218732073,3.0,2018-04-27
117,140.24409320254549,4852.088106725194,11737.721828628752,3.701470794263569e-16,40.77941465147663,15579.515298265103,247.83321462618042,736.6802838453738,6538.939066266053,13.75,2018-04-28
118,671.9487202526227,2850.118009595522,11256.272710357267,3.5789340790567287e-16,33.498411198223046,11877.880927298098,246.29876058403485,674.9930865659462,2865.2537175144357,12.25,2018-04-29
119,97.22499485703766,6440.4222469023525,11868.784469065398,3.9451393279096243e-16,46.5957530760732,22088.56789006655,247.40936694757022,788.0416458152828,9275.472782537441,13.5,2018-04-30
120,34.83275671653904,7932.441893421642,10681.50896868147,5.595383106854455e-16,41.98545987315421,18106.826594029066,69.0296994396046,721.4199334098548,7433.255041632047,15.25,2018-05-01
121,35.19312990239961,8147.67169664718,10983.79116510657,3.8731284282586933e-16,46.446774444683754,19795.338801083635,228.0509506076127,738.1433308644143,8366.453587810509,14.0,2018-05-02
122,2804.230322368098,959.6069612826564,10518.453643566827,3.778395152794766e-16,4.444538083343584,10661.827107778654,61.98350569681549,653.3797558475478,1899.337083531081,5.0,2018-05-03
123,2957.3241983178686,833.9181558894553,9945.65446858996,4.572765814558703e-16,4.933242149685037,9382.222391900976,26.09398055502269,622.4599169497371,1039.2193589379187,3.0,2018-05-04
124,304.76478557532107,3301.4505783143586,10425.086981810426,4.668993865110801e-16,35.914287408717826,13937.990723972627,221.74034636511078,637.2020260578764,5617.658962023988,14.5,2018-05-05
125,162.06182503645297,5021.761471947172,10973.01015587808,3.5618745630914484e-16,40.75683701447186,11600.697624455253,239.0489617048199,715.4158414706038,2837.9244627275,14.0,2018-05-06
126,3768.2760785225037,1138.316868302467,10708.149564454168,3.446941232188188e-16,8.360271539956814,13582.922981243579,236.74295443243022,630.4427163798953,3651.028872595624,6.75,2018-05-07
127,37.25974589228686,8103.209649334148,11109.87719762752,4.780297719760377e-16,51.40267280141277,19987.112118717032,230.93728296350608,738.6549946755472,8464.165995251673,14.0,2018-05-08
128,43.5198941270072,7643.8361576808,10799.133155554195,3.6327232981246667e-16,54.439876087398474,20699.377792109397,224.43424850000375,721.1770361554771,8503.38318686854,12.5,2018-05-09
129,88.94621089816873,5978.260144703105,10754.84319099781,3.391308355111937e-16,37.43661769152211,17923.28034878921,224.18636045047873,701.603283109507,8436.316946934814,11.25,2018-05-10
130,5009.087612913157,1341.350813670956,10550.121970283215,4.267600951634425e-16,9.427810920134467,13036.745860963923,234.670520494988,658.9878298012935,3346.4309031832063,6.5,2018-05-11
131,32.01519814752193,9056.992034089764,11142.18945307847,3.448354007154815e-16,48.16949494518586,14253.679348782194,251.2680839994465,735.2079392242715,6182.34910672352,12.25,2018-05-12
132,1704.6994727854951,879.1762795822561,9721.636918092701,3.92992967062668e-16,6.64835160835725,4847.7289299687445,16.4656590501884,583.0310507563088,831.6877052071278,1.75,2018-05-13
133,2418.059096846216,905.6082291004521,10047.700443147454,4.214534940709201e-16,5.819570416310428,9583.58278254885,8.881864830646744,602.9845794948661,1096.1755693399716,3.25,2018-05-14
134,139.10724850285675,5145.147482425518,10649.146985125619,3.5139219227065637e-16,40.61125615655229,20495.32993160077,222.20239123859497,689.5026985480005,8297.22325609012,12.5,2018-05-15
135,2221.3199832739065,1116.5814064086053,10409.970325027874,4.269751915690512e-16,11.278554014756178,9941.561511972854,31.723376214180085,654.0010467480905,1169.3600329939995,3.25,2018-05-16
136,2115.039861347781,1240.3894227085755,10635.198148906456,3.5170520328329187e-16,8.698417281704485,12554.842639516579,237.1188029511367,652.9530839738084,3566.058207894019,6.75,2018-05-17
137,446.32890215294884,3846.209415183341,10857.853006178922,3.426504456393116e-16,34.26582181078391,20981.628414353778,227.3356083918084,680.7045925078035,8508.259936688519,11.75,2018-05-18
138,267.7123251613709,3792.1547057439516,10835.77574450252,3.6519859967770063e-16,36.861263155920625,14112.68642726096,228.42937054687604,669.2287226252381,6022.551552355263,12.75,2018-05-19
139,2881.0593781677303,687.0000498015811,10217.990325338786,3.8537037354863267e-16,3.9288804622147504,5633.56881813172,-6.206779464321244e-06,610.8475424888128,1073.627464492723,23.75,2018-05-20
140,41.08598793380219,7088.1693236765705,10709.349359841084,4.0453225487375654e-16,42.29026179973431,19484.988436604912,223.06347462975506,706.3338480590965,8168.853391029032,13.75,2018-05-21
141,1014.92621329997,2549.505086441589,10685.099772563295,4.653628862908371e-16,30.839650728700487,20298.18790043648,224.33718045743362,651.8982035656863,8245.715068694002,11.0,2018-05-22
142,2497.5993719699336,932.299288149665,9431.124725177384,4.572412013675372e-16,9.596123632483186,9007.338171352012,10.827911869162989,598.8446520202153,1001.8884555029364,3.0,2018-05-23
143,415.6738622462337,2925.016905735041,10684.907954244723,4.1212203324832155e-16,28.86884916631344,18045.90828857552,225.14541182716573,653.1553833339447,8361.891798755481,12.5,2018-05-24
144,370.03474131350583,3753.898925905018,10378.778489117632,3.995568971051067e-16,30.475705982114203,19789.62759930896,217.98515814534574,651.3706320961935,7972.375199126655,11.0,2018-05-25
145,810.0614404916802,2036.7718608813068,10949.821936441671,3.3753144478250767e-16,29.864874596663967,14223.513653379916,231.94731878526994,649.654194068789,6030.468051923082,12.25,2018-05-26
146,88.88104977747436,6122.204507073472,10222.580108037317,3.345434406864358e-16,53.684782990821034,10610.012758784687,221.56793213098268,675.7192870610653,2491.9010082100854,12.0,2018-05-27
147,13.21962238886469,9452.4037416777,10884.415919605663,3.2239131551124725e-16,85.38052458040737,20100.233287622366,225.32592454290483,726.4412528602128,8147.151989694638,10.75,2018-05-28
148,780.7720557613109,1690.5886973497602,9586.916622036428,4.838397239456883e-16,19.186131368948224,10800.091699625902,95.59026215580724,609.0249814423343,2074.115116899567,21.75,2018-05-29
149,317.1426229579829,4416.073516409775,10688.959508494345,3.6390217840473694e-16,38.49365084312258,19969.14513797755,223.4876589785312,694.8587946887653,8091.788774645336,10.75,2018-05-30
150,92.62807345002868,5607.998131418445,10848.362128761504,3.4643916457642663e-16,36.151658181624924,17891.66960069979,227.26899820184752,694.3904919412345,8489.646719332308,13.0,2018-05-31
151,18.29154508762943,9534.010986996806,11053.62504809733,3.913908761977297e-16,54.250533335985764,20891.084730093535,228.62426765210478,746.8544819606997,8556.436020020308,13.0,2018-06-01
