day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_lighting,exterior_lighting,interior_equipment,refrigeration,pumps,water_systems,time_of_shed
10,58681.790466465754,15688.313234767575,179995.62728912212,0.0,142.2664417664799,68082.59666123604,52924.01470654517,160081.3351879672,3836.0795375359708,11132.000138963973,20124.321899529128,0.0
11,43370.40564162223,31413.434770111464,190483.41029964734,0.0,339.03465731551637,210972.0200904067,0.0,324071.6395828924,4046.859037070911,11387.465655893946,126251.2370442545,7.75
12,79900.13592284005,8764.181503999758,178463.5448717351,0.0,30.419674990241408,51443.537519024,52675.885911284226,116592.23115289523,3817.6853124531453,10719.727387441057,16530.642550101245,0.0
13,86453.83934244576,6338.622980917886,179652.27943369382,0.0,26.828905289996843,49875.472394696066,52996.755173377176,91649.93661572777,3840.952176315207,10317.654279530734,16089.951533856842,0.0
14,83763.75316870317,8557.851839150668,179159.8807675111,0.0,22.20221414278091,95153.64557953858,52078.08246605845,190220.7748359293,3806.7721806766954,9177.594428561328,35182.56811688618,3.0
15,47265.54610533918,17452.675260807333,175937.80601729002,0.0,173.50661787464298,71561.38449055943,51889.55157153885,163803.0909825788,3760.925786802011,10927.380391461184,19759.55401968468,0.0
16,67474.36481781452,13355.179131208824,174898.5915285634,0.0,85.18989282985243,72264.92985184139,51362.83041509867,163681.32738891116,3729.2982258886746,10778.87997427378,19436.50489800739,0.5
17,61515.564200765715,13875.975286484398,178621.22558020137,0.0,92.43642161572454,67751.15376090205,52671.28403538423,159342.20150065326,3817.559372567833,11070.962823161088,20116.990317377553,0.0
18,72396.1093389442,12443.640324846994,178226.06470739905,0.0,59.12425917290913,71176.28254820022,52162.81329150683,164206.23851492256,3780.548244307486,10935.888023893427,19929.1543023872,0.0
19,105593.95620962503,6281.913985826665,178372.647972457,0.0,3.3441817746616547,49973.5411885679,52363.136111950436,113077.77837217652,3801.7064242265037,9768.2685139748,15873.628263798419,0.25
20,135410.6094790672,3772.284739549696,176009.00438120656,0.0,0.0,49590.22904376183,51509.372014000524,87938.61060749389,3739.6359008087,8637.543854246298,15377.959304810698,0.5
21,76134.84415491145,9894.463143263036,180461.5177962852,0.0,45.606417699058085,71041.09928572027,52884.37175087372,162321.9101203574,3832.656255278503,10584.226102510303,19894.35054748132,0.0
22,85419.33424937124,10131.486571820926,176000.36399105177,0.0,19.9045901820616,71866.66579998676,51633.61380437387,163806.78297466197,3748.8827594182817,9991.121535259654,19559.39360161472,0.25
23,92692.0408743395,10460.466691965205,181379.36115330303,0.0,15.799950269748102,73842.2481454518,53529.47298561325,168995.31604967164,3879.712211593233,10185.67992570343,20480.395195023284,0.0
24,92950.55034178925,9434.60456242613,178170.97024479226,0.0,20.701816937796938,67112.04794228553,52155.37903767222,157772.91622796227,3780.256149296735,10298.5124286917,19832.399971568648,0.0
